customer_id,last_order_date,recency,frequency,monetary,r_score,f_score,m_score,rfm_segment
104311,2025-09-01,122,6,2445.92,4,5,4,Champions
104312,2025-10-02,91,3,1601.78,4,3,4,Potential Loyalists
104313,2024-01-11,721,1,170.97,1,1,1,Lost
104316,2024-07-16,534,1,464.64,1,1,2,Lost
104317,2025-10-25,68,4,3327.05,4,4,5,Champions
104318,2025-12-12,20,8,4194.12,5,5,5,Champions
104319,2025-08-20,134,2,2057.34,3,2,4,Others
104320,2024-12-14,383,2,975.69,2,2,3,Lost
104321,2025-12-01,31,18,10554.57,5,5,5,Champions
104322,2025-03-22,285,5,1990.05,2,4,4,At Risk
104323,2024-11-05,422,2,285.15,2,2,1,Lost
104324,2025-08-05,149,3,646.85,3,3,2,Others
104326,2025-07-13,172,3,689.03,3,3,2,Others
104327,2025-05-14,232,11,4950.22,3,5,5,Loyal
104328,2023-03-16,1022,1,1443.5500000000002,1,1,4,Lost
104329,2025-10-29,64,5,1137.8799999999999,4,4,3,Loyal
104331,2025-07-19,166,7,2440.2799999999997,3,5,4,Loyal
104332,2025-12-18,14,5,2910.44,5,4,5,Champions
104333,2025-09-17,106,2,237.93,4,2,1,Potential Loyalists
104335,2024-06-11,569,5,1157.3400000000001,1,4,3,At Risk
104336,2025-06-26,189,3,1761.9,3,3,4,Others
104337,2025-11-13,49,4,3147.68,4,4,5,Champions
104338,2024-11-05,422,2,1025.58,2,2,3,Lost
104340,2025-03-24,283,1,49.72,3,1,1,Others
104344,2025-09-17,106,1,837.76,4,1,3,Potential Loyalists
104345,2023-11-30,763,1,227.57999999999998,1,1,1,Lost
104346,2025-10-21,72,7,2523.75,4,5,4,Champions
104350,2025-11-10,52,4,1560.1399999999999,4,4,4,Champions
104351,2024-09-24,464,1,305.9,2,1,2,Lost
104354,2025-01-10,356,1,105.49000000000001,2,1,1,Lost
104356,2025-05-07,239,7,4462.3,3,5,5,Loyal
104357,2025-12-28,4,3,1425.65,5,3,4,Potential Loyalists
104358,2025-01-11,355,2,357.81,2,2,2,Lost
104359,2024-03-16,656,2,1080.1399999999999,1,2,3,Lost
104360,2025-10-16,77,1,251.49,4,1,1,Potential Loyalists
104361,2023-11-19,774,1,166.8,1,1,1,Lost
104362,2023-01-10,1087,1,1508.83,1,1,4,Lost
104363,2025-02-24,311,1,351.35,2,1,2,Lost
104364,2024-05-06,605,2,1206.46,1,2,3,Lost
104365,2025-10-20,73,4,517.8399999999999,4,4,2,Others
104366,2024-11-30,397,2,338.36,2,2,2,Lost
104367,2023-07-23,893,1,515.56,1,1,2,Lost
104372,2024-09-02,486,9,2070.45,2,5,4,At Risk
104373,2025-11-21,41,46,21169.0,5,5,5,Champions
104374,2025-09-04,119,15,4526.31,4,5,5,Champions
104377,2023-11-06,787,1,55.11,1,1,1,Lost
104378,2025-12-01,31,9,3904.13,5,5,5,Champions
104379,2025-11-23,39,2,306.78999999999996,5,2,2,Potential Loyalists
104381,2024-01-06,726,1,105.8,1,1,1,Lost
104382,2023-07-16,900,1,862.14,1,1,3,Lost
104384,2025-05-05,241,4,1910.07,3,4,4,Loyal
104385,2025-12-28,4,10,3819.98,5,5,5,Champions
104386,2025-08-27,127,7,2694.57,4,5,5,Champions
104387,2025-08-28,126,2,404.12,4,2,2,Potential Loyalists
104388,2025-04-04,272,3,662.9300000000001,3,3,2,Others
104389,2025-07-13,172,1,1060.77,3,1,3,Others
104390,2025-04-25,251,7,4527.200000000001,3,5,5,Loyal
104391,2025-12-16,16,18,8570.06,5,5,5,Champions
104392,2025-08-17,137,6,1573.45,3,5,4,Loyal
104393,2025-08-27,127,2,543.24,4,2,2,Potential Loyalists
104394,2025-03-20,287,5,3514.02,2,4,5,At Risk
104396,2025-12-25,7,4,4679.51,5,4,5,Champions
104397,2025-10-18,75,7,2248.3199999999997,4,5,4,Champions
104398,2024-12-04,393,4,2370.6800000000003,2,4,4,At Risk
104399,2025-08-15,139,1,999.0699999999999,3,1,3,Others
104401,2024-01-30,702,2,230.57999999999998,1,2,1,Lost
104402,2025-05-15,231,2,285.79,3,2,1,Others
104404,2023-11-27,766,1,125.58,1,1,1,Lost
104405,2025-11-08,54,5,2193.06,4,4,4,Champions
104407,2025-04-13,263,3,662.75,3,3,2,Others
104408,2024-11-12,415,2,538.41,2,2,2,Lost
104409,2023-11-02,791,1,323.12,1,1,2,Lost
104410,2024-12-03,394,2,2193.92,2,2,4,Lost
104411,2025-11-03,59,10,9258.27,4,5,5,Champions
104412,2025-11-28,34,1,182.56,5,1,1,Potential Loyalists
104413,2025-10-23,70,7,3931.44,4,5,5,Champions
104414,2025-09-04,119,1,263.17,4,1,1,Potential Loyalists
104416,2024-12-10,387,2,393.66999999999996,2,2,2,Lost
104417,2025-04-21,255,3,944.85,3,3,3,Others
104418,2025-07-23,162,3,2613.43,3,3,4,Others
104419,2024-12-01,396,4,2684.4300000000003,2,4,5,At Risk
104420,2023-01-08,1089,1,210.45,1,1,1,Lost
104421,2025-07-11,174,2,425.04,3,2,2,Others
104422,2025-09-30,93,4,1559.89,4,4,4,Champions
104423,2025-04-21,255,14,4049.71,3,5,5,Loyal
104426,2024-10-25,433,1,767.2,2,1,3,Lost
104427,2025-11-11,51,12,8484.04,4,5,5,Champions
104428,2025-05-13,233,1,641.5200000000001,3,1,2,Others
104429,2025-08-16,138,4,1843.77,3,4,4,Loyal
104430,2025-12-03,29,6,2311.5299999999997,5,5,4,Champions
104431,2023-10-04,820,1,270.44,1,1,1,Lost
104432,2023-04-11,996,1,38.88,1,1,1,Lost
104433,2025-08-18,136,3,219.15,3,3,1,Others
104434,2024-07-07,543,1,423.54,1,1,2,Lost
104436,2025-12-23,9,8,3198.9,5,5,5,Champions
104437,2023-11-28,765,1,231.63,1,1,1,Lost
104441,2025-10-20,73,2,1194.97,4,2,3,Potential Loyalists
104442,2024-12-03,394,2,1513.37,2,2,4,Lost
104443,2025-10-25,68,1,258.69,4,1,1,Potential Loyalists
104444,2024-10-27,431,1,151.92000000000002,2,1,1,Lost
104446,2025-08-14,140,1,1079.4,3,1,3,Others
104447,2025-09-11,112,2,639.6299999999999,4,2,2,Potential Loyalists
104448,2025-05-25,221,5,1573.88,3,4,4,Loyal
104449,2025-12-30,2,9,3483.71,5,5,5,Champions
104450,2025-10-27,66,5,1243.02,4,4,3,Loyal
104451,2025-03-07,300,3,985.3399999999999,2,3,3,Others
104452,2024-05-08,603,1,210.25,1,1,1,Lost
104454,2025-07-14,171,1,277.46999999999997,3,1,1,Others
104455,2024-05-19,592,2,1088.85,1,2,3,Lost
104456,2025-12-19,13,7,4781.35,5,5,5,Champions
104457,2025-12-14,18,4,1927.23,5,4,4,Champions
104458,2024-07-02,548,1,503.47,1,1,2,Lost
104459,2025-04-04,272,1,578.58,3,1,2,Others
104460,2023-11-15,778,1,92.3,1,1,1,Lost
104461,2025-01-17,349,3,3283.88,2,3,5,Others
104462,2024-07-08,542,1,158.0,1,1,1,Lost
104463,2024-06-04,576,2,173.58,1,2,1,Lost
104464,2025-04-16,260,1,764.17,3,1,3,Others
104465,2025-12-10,22,13,10310.19,5,5,5,Champions
104466,2024-01-21,711,2,1236.84,1,2,3,Lost
104467,2025-09-13,110,2,682.2,4,2,2,Potential Loyalists
104468,2024-11-17,410,1,33.22,2,1,1,Lost
104469,2025-08-25,129,7,3616.14,3,5,5,Loyal
104471,2025-10-20,73,10,7880.85,4,5,5,Champions
104472,2025-12-29,3,8,4121.12,5,5,5,Champions
104473,2024-10-29,429,1,1596.92,2,1,4,Lost
104474,2025-12-07,25,9,4854.93,5,5,5,Champions
104476,2025-08-19,135,2,307.89,3,2,2,Others
104478,2025-08-27,127,3,1931.2199999999998,4,3,4,Potential Loyalists
104480,2024-08-23,496,2,387.77,2,2,2,Lost
104482,2025-08-09,145,6,3005.77,3,5,5,Loyal
104483,2025-12-19,13,2,652.9200000000001,5,2,2,Potential Loyalists
104485,2023-01-12,1085,1,561.57,1,1,2,Lost
104487,2025-06-19,196,1,143.75,3,1,1,Others
104488,2025-06-12,203,4,2257.8,3,4,4,Loyal
104489,2025-08-14,140,1,1165.24,3,1,3,Others
104490,2025-09-02,121,6,6753.24,4,5,5,Champions
104491,2025-11-14,48,11,4172.42,4,5,5,Champions
104492,2025-06-17,198,4,1544.31,3,4,4,Loyal
104493,2025-12-04,28,14,6281.64,5,5,5,Champions
104494,2025-04-21,255,3,1477.2,3,3,4,Others
104495,2024-08-22,497,3,1696.17,2,3,4,Others
104496,2025-11-06,56,4,1104.5,4,4,3,Loyal
104497,2025-12-24,8,3,1025.61,5,3,3,Potential Loyalists
104499,2023-11-07,786,2,219.85000000000002,1,2,1,Lost
104500,2025-12-27,5,2,1031.63,5,2,3,Potential Loyalists
104501,2024-07-24,526,1,133.31,2,1,1,Lost
104502,2024-01-15,717,1,89.38,1,1,1,Lost
104504,2025-04-22,254,6,3157.9500000000003,3,5,5,Loyal
104505,2025-07-03,182,2,652.71,3,2,2,Others
104506,2024-06-07,573,1,366.34000000000003,1,1,2,Lost
104508,2024-12-17,380,1,496.8,2,1,2,Lost
104509,2025-12-27,5,9,3028.52,5,5,5,Champions
104510,2024-10-04,454,4,1016.79,2,4,3,At Risk
104511,2025-02-15,320,3,1218.1299999999999,2,3,3,Others
104513,2025-10-07,86,13,5156.74,4,5,5,Champions
104516,2025-11-20,42,8,4366.7,4,5,5,Champions
104517,2023-03-12,1026,2,1600.07,1,2,4,Lost
104518,2024-03-24,648,3,875.4100000000001,1,3,3,Others
104519,2025-08-14,140,10,2569.31,3,5,4,Loyal
104521,2025-11-26,36,6,2981.8,5,5,5,Champions
104522,2024-09-07,481,3,1706.22,2,3,4,Others
104524,2025-01-21,345,1,214.17000000000002,2,1,1,Lost
104526,2024-07-05,545,2,159.92,1,2,1,Lost
104527,2024-05-23,588,1,498.93,1,1,2,Lost
104531,2025-12-15,17,1,241.87,5,1,1,Potential Loyalists
104533,2023-12-23,740,1,47.44,1,1,1,Lost
104534,2024-01-05,727,2,141.06,1,2,1,Lost
104537,2023-01-12,1085,1,810.4399999999999,1,1,3,Lost
104538,2024-02-07,694,2,554.37,1,2,2,Lost
104539,2025-10-22,71,3,1246.96,4,3,3,Potential Loyalists
104540,2025-12-30,2,8,2518.2,5,5,4,Champions
104541,2023-04-19,988,1,1092.18,1,1,3,Lost
104542,2025-11-14,48,4,1493.74,4,4,4,Champions
104544,2025-10-15,78,1,53.58,4,1,1,Potential Loyalists
104546,2024-10-12,446,1,92.96000000000001,2,1,1,Lost
104547,2025-07-29,156,4,1173.27,3,4,3,Loyal
104548,2024-02-07,694,1,58.13,1,1,1,Lost
104550,2024-12-06,391,1,90.05,2,1,1,Lost
104551,2025-11-18,44,2,450.44,4,2,2,Potential Loyalists
104552,2025-02-17,318,2,851.7800000000001,2,2,3,Lost
104555,2025-11-21,41,6,1490.5900000000001,5,5,4,Champions
104556,2025-03-19,288,3,913.35,2,3,3,Others
104557,2023-02-22,1044,1,1569.0700000000002,1,1,4,Lost
104558,2024-10-21,437,1,1922.31,2,1,4,Lost
104559,2025-11-02,60,6,2179.5,4,5,4,Champions
104560,2024-05-27,584,2,154.6,1,2,1,Lost
104563,2025-06-25,190,4,1984.85,3,4,4,Loyal
104564,2025-07-24,161,4,666.2,3,4,2,Others
104565,2025-12-11,21,16,8039.549999999999,5,5,5,Champions
104566,2025-09-21,102,6,4017.27,4,5,5,Champions
104567,2025-10-14,79,3,687.5600000000001,4,3,2,Potential Loyalists
104568,2024-10-21,437,1,129.68,2,1,1,Lost
104569,2025-12-23,9,2,338.41999999999996,5,2,2,Potential Loyalists
104570,2024-12-26,371,2,775.27,2,2,3,Lost
104572,2024-09-03,485,4,2036.99,2,4,4,At Risk
104573,2025-03-17,290,2,1203.89,2,2,3,Lost
104574,2025-08-19,135,4,321.01,3,4,2,Others
104576,2025-06-01,214,2,519.5500000000001,3,2,2,Others
104577,2023-03-10,1028,1,1633.3700000000001,1,1,4,Lost
104578,2025-11-23,39,6,4348.46,5,5,5,Champions
104579,2025-09-19,104,1,125.16,4,1,1,Potential Loyalists
104580,2025-12-30,2,8,2300.66,5,5,4,Champions
104581,2024-10-18,440,1,67.42,2,1,1,Lost
104582,2024-12-03,394,2,685.3100000000001,2,2,2,Lost
104583,2025-12-31,1,4,2204.61,5,4,4,Champions
104585,2024-12-13,384,1,862.4,2,1,3,Lost
104586,2025-11-17,45,10,3020.77,4,5,5,Champions
104589,2024-11-16,411,2,229.76999999999998,2,2,1,Lost
104590,2025-10-02,91,4,3526.1,4,4,5,Champions
104591,2025-05-22,224,2,812.98,3,2,3,Others
104592,2024-07-17,533,3,1176.99,2,3,3,Others
104593,2025-08-21,133,10,4271.15,3,5,5,Loyal
104594,2025-12-18,14,1,169.56,5,1,1,Potential Loyalists
104595,2025-09-05,118,3,1180.71,4,3,3,Potential Loyalists
104596,2025-11-12,50,2,347.08,4,2,2,Potential Loyalists
104597,2025-12-21,11,2,1001.54,5,2,3,Potential Loyalists
104598,2023-05-25,952,1,1121.65,1,1,3,Lost
104600,2023-12-18,745,1,71.23,1,1,1,Lost
104601,2024-10-08,450,6,3777.2,2,5,5,At Risk
104604,2025-06-14,201,2,614.99,3,2,2,Others
104605,2024-10-18,440,4,1166.45,2,4,3,At Risk
104607,2025-12-22,10,4,2973.15,5,4,5,Champions
104608,2025-03-09,298,1,74.5,2,1,1,Lost
104610,2025-06-07,208,2,355.11,3,2,2,Others
104611,2025-11-08,54,1,38.95,4,1,1,Potential Loyalists
104612,2025-02-14,321,1,798.13,2,1,3,Lost
104614,2024-05-02,609,3,693.43,1,3,2,Others
104615,2025-10-14,79,3,1111.76,4,3,3,Potential Loyalists
104616,2025-04-12,264,7,8232.46,3,5,5,Loyal
104617,2025-11-16,46,2,616.62,4,2,2,Potential Loyalists
104618,2025-10-22,71,2,169.74,4,2,1,Potential Loyalists
104619,2025-05-30,216,6,2772.4500000000003,3,5,5,Loyal
104620,2023-11-08,785,1,1126.3,1,1,3,Lost
104622,2025-10-24,69,3,1830.29,4,3,4,Potential Loyalists
104623,2025-04-11,265,2,1214.98,3,2,3,Others
104624,2024-04-15,626,1,406.76,1,1,2,Lost
104625,2023-01-22,1075,1,444.78999999999996,1,1,2,Lost
104629,2025-08-02,152,3,1326.52,3,3,3,Others
104630,2025-10-14,79,5,1470.6599999999999,4,4,4,Champions
104631,2025-08-01,153,1,107.38,3,1,1,Others
104632,2025-09-18,105,3,1980.48,4,3,4,Potential Loyalists
104633,2025-12-12,20,3,3986.41,5,3,5,Potential Loyalists
104634,2025-05-17,229,3,1264.32,3,3,3,Others
104635,2025-12-25,7,1,102.16,5,1,1,Potential Loyalists
104636,2024-12-20,377,2,618.0,2,2,2,Lost
104637,2025-11-09,53,7,1846.0900000000001,4,5,4,Champions
104638,2025-07-29,156,1,432.48,3,1,2,Others
104639,2025-09-24,99,1,36.63,4,1,1,Potential Loyalists
104640,2025-08-25,129,4,1740.53,3,4,4,Loyal
104641,2024-12-09,388,3,448.92,2,3,2,Others
104642,2025-07-27,158,3,1148.9099999999999,3,3,3,Others
104644,2023-11-13,780,1,335.26,1,1,2,Lost
104645,2025-11-19,43,6,1713.21,4,5,4,Champions
104647,2025-10-25,68,5,2136.9,4,4,4,Champions
104648,2024-06-19,561,3,235.55,1,3,1,Others
104649,2025-12-10,22,1,641.49,5,1,2,Potential Loyalists
104652,2025-05-04,242,4,1243.52,3,4,3,Loyal
104653,2025-11-30,32,4,1241.05,5,4,3,Loyal
104654,2025-11-06,56,4,888.75,4,4,3,Loyal
104656,2025-09-15,108,7,1937.88,4,5,4,Champions
104657,2025-08-20,134,12,4296.71,3,5,5,Loyal
104658,2025-11-25,37,2,989.23,5,2,3,Potential Loyalists
104661,2025-08-25,129,3,1369.46,3,3,3,Others
104662,2025-07-27,158,5,2825.63,3,4,5,Loyal
104663,2025-06-09,206,6,5647.55,3,5,5,Loyal
104664,2025-11-26,36,8,3164.62,5,5,5,Champions
104665,2024-06-17,563,2,1124.28,1,2,3,Lost
104668,2024-08-15,504,1,741.09,2,1,3,Lost
104669,2025-11-21,41,8,1839.9,5,5,4,Champions
104670,2024-12-14,383,2,156.32,2,2,1,Lost
104672,2025-11-11,51,9,2980.8599999999997,4,5,5,Champions
104673,2025-07-14,171,1,565.49,3,1,2,Others
104674,2025-08-13,141,4,2794.32,3,4,5,Loyal
104675,2025-06-22,193,2,1020.9,3,2,3,Others
104676,2023-11-08,785,3,2171.42,1,3,4,Others
104679,2025-09-19,104,9,6123.95,4,5,5,Champions
104681,2025-10-22,71,2,154.19,4,2,1,Potential Loyalists
104682,2025-11-09,53,10,2485.63,4,5,4,Champions
104683,2025-12-16,16,13,7744.0,5,5,5,Champions
104684,2025-05-31,215,2,207.14,3,2,1,Others
104685,2025-09-28,95,1,1223.18,4,1,3,Potential Loyalists
104686,2024-11-26,401,1,243.41,2,1,1,Lost
104688,2025-11-12,50,4,615.7,4,4,2,Others
104689,2024-09-09,479,4,3167.54,2,4,5,At Risk
104690,2024-10-20,438,1,289.33000000000004,2,1,1,Lost
104691,2025-12-09,23,26,12555.83,5,5,5,Champions
104692,2025-11-10,52,8,2487.3199999999997,4,5,4,Champions
104694,2025-08-01,153,8,7516.53,3,5,5,Loyal
104695,2024-10-26,432,1,340.65,2,1,2,Lost
104697,2024-12-25,372,1,137.86,2,1,1,Lost
104698,2025-11-19,43,6,923.27,4,5,3,Loyal
104699,2024-01-26,706,2,779.53,1,2,3,Lost
104700,2023-09-01,853,1,62.96000000000001,1,1,1,Lost
104703,2025-02-13,322,4,350.61,2,4,2,Others
104704,2024-11-11,416,4,429.41,2,4,2,Others
104705,2025-12-11,21,3,480.05,5,3,2,Potential Loyalists
104707,2025-01-16,350,1,378.85,2,1,2,Lost
104708,2023-12-03,760,1,192.74,1,1,1,Lost
104709,2023-03-10,1028,1,36.04,1,1,1,Lost
104710,2025-12-12,20,7,4346.89,5,5,5,Champions
104711,2025-12-11,21,2,370.32,5,2,2,Potential Loyalists
104712,2024-02-26,675,1,789.07,1,1,3,Lost
104713,2023-11-12,781,1,164.14,1,1,1,Lost
104714,2025-12-11,21,5,3501.46,5,4,5,Champions
104715,2024-12-10,387,1,393.69,2,1,2,Lost
104716,2025-12-06,26,1,540.25,5,1,2,Potential Loyalists
104717,2023-09-23,831,1,239.22,1,1,1,Lost
104718,2024-11-22,405,1,94.69,2,1,1,Lost
104719,2025-04-29,247,2,1296.92,3,2,3,Others
104720,2024-07-18,532,1,49.25,2,1,1,Lost
104721,2025-03-28,279,2,721.68,3,2,2,Others
104722,2025-12-23,9,4,1533.6100000000001,5,4,4,Champions
104723,2025-05-12,234,2,1032.02,3,2,3,Others
104724,2025-04-19,257,6,1712.82,3,5,4,Loyal
104725,2024-09-17,471,5,2774.33,2,4,5,At Risk
104726,2024-09-05,483,1,72.73,2,1,1,Lost
104727,2025-09-21,102,4,2573.3700000000003,4,4,4,Champions
104728,2025-08-03,151,4,947.5,3,4,3,Loyal
104730,2025-10-23,70,3,925.92,4,3,3,Potential Loyalists
104731,2024-10-24,434,1,262.83,2,1,1,Lost
104732,2025-09-17,106,2,480.34999999999997,4,2,2,Potential Loyalists
104734,2025-02-10,325,1,471.48,2,1,2,Lost
104735,2025-12-22,10,25,12886.42,5,5,5,Champions
104737,2025-12-15,17,6,985.16,5,5,3,Loyal
104738,2025-10-02,91,14,6177.61,4,5,5,Champions
104740,2025-10-11,82,3,586.23,4,3,2,Potential Loyalists
104741,2025-01-30,336,3,1305.9,2,3,3,Others
104742,2024-04-16,625,1,708.1,1,1,2,Lost
104744,2025-06-01,214,3,534.3,3,3,2,Others
104746,2024-08-17,502,2,974.27,2,2,3,Lost
104747,2025-08-30,124,2,1383.79,4,2,3,Potential Loyalists
104748,2023-12-15,748,2,1369.43,1,2,3,Lost
104749,2024-03-18,654,2,1144.83,1,2,3,Lost
104750,2025-06-05,210,3,821.44,3,3,3,Others
104751,2025-12-31,1,3,362.9,5,3,2,Potential Loyalists
104753,2024-06-04,576,1,43.11,1,1,1,Lost
104754,2025-08-23,131,4,1508.42,3,4,4,Loyal
104755,2023-07-09,907,1,89.22,1,1,1,Lost
104757,2025-08-04,150,1,957.41,3,1,3,Others
104758,2025-03-23,284,3,727.8199999999999,2,3,2,Others
104759,2024-11-27,400,4,1581.24,2,4,4,At Risk
104760,2024-08-28,491,4,1610.74,2,4,4,At Risk
104761,2024-12-26,371,3,506.15,2,3,2,Others
104762,2023-09-02,852,1,718.05,1,1,2,Lost
104763,2024-05-10,601,1,328.06,1,1,2,Lost
104764,2025-11-12,50,4,706.15,4,4,2,Others
104765,2025-11-18,44,4,1012.4,4,4,3,Loyal
104766,2024-03-13,659,1,142.24,1,1,1,Lost
104767,2025-11-15,47,4,2559.4,4,4,4,Champions
104769,2024-08-21,498,1,292.01,2,1,1,Lost
104770,2025-09-24,99,2,530.93,4,2,2,Potential Loyalists
104771,2025-12-19,13,9,3104.27,5,5,5,Champions
104772,2025-12-19,13,3,3143.5,5,3,5,Potential Loyalists
104774,2025-03-13,294,2,1144.0500000000002,2,2,3,Lost
104775,2025-04-29,247,3,1055.14,3,3,3,Others
104776,2025-11-15,47,4,1919.76,4,4,4,Champions
104777,2025-11-08,54,5,642.07,4,4,2,Others
104778,2024-06-24,556,1,96.62,1,1,1,Lost
104779,2023-12-24,739,2,233.42,1,2,1,Lost
104780,2025-12-19,13,1,167.54,5,1,1,Potential Loyalists
104781,2024-10-02,456,1,412.21,2,1,2,Lost
104782,2023-07-03,913,1,294.35,1,1,2,Lost
104783,2025-12-23,9,19,11394.57,5,5,5,Champions
104785,2023-11-01,792,1,236.73000000000002,1,1,1,Lost
104787,2025-11-09,53,22,9114.449999999999,4,5,5,Champions
104788,2023-08-03,882,1,65.94,1,1,1,Lost
104789,2025-09-11,112,2,1532.04,4,2,4,Potential Loyalists
104790,2023-08-18,867,1,936.63,1,1,3,Lost
104791,2024-11-06,421,1,275.36,2,1,1,Lost
104792,2023-08-16,869,1,82.63,1,1,1,Lost
104793,2025-07-07,178,1,620.29,3,1,2,Others
104795,2025-10-28,65,9,1595.05,4,5,4,Champions
104796,2025-11-06,56,7,1746.06,4,5,4,Champions
104797,2025-05-21,225,3,407.7,3,3,2,Others
104798,2024-04-05,636,2,2473.91,1,2,4,Lost
104799,2025-11-22,40,1,167.72,5,1,1,Potential Loyalists
104801,2024-11-02,425,4,1948.6100000000001,2,4,4,At Risk
104802,2025-03-07,300,1,726.7,2,1,2,Lost
104806,2025-08-31,123,9,3707.4500000000003,4,5,5,Champions
104807,2025-10-21,72,12,4698.4400000000005,4,5,5,Champions
104808,2025-01-18,348,2,1189.52,2,2,3,Lost
104809,2025-09-25,98,2,238.31,4,2,1,Potential Loyalists
104811,2023-07-28,888,1,216.7,1,1,1,Lost
104812,2025-08-16,138,2,406.06,3,2,2,Others
104813,2025-04-14,262,7,3041.14,3,5,5,Loyal
104814,2024-12-02,395,1,279.25,2,1,1,Lost
104816,2023-12-15,748,2,1449.61,1,2,4,Lost
104817,2025-07-30,155,6,1524.59,3,5,4,Loyal
104818,2025-01-08,358,7,2304.56,2,5,4,At Risk
104819,2024-02-12,689,1,175.60000000000002,1,1,1,Lost
104820,2025-06-30,185,1,439.96,3,1,2,Others
104821,2023-11-03,790,1,219.41,1,1,1,Lost
104822,2024-04-29,612,5,1364.44,1,4,3,At Risk
104823,2025-03-21,286,1,90.14,2,1,1,Lost
104824,2023-03-25,1013,1,181.72,1,1,1,Lost
104825,2025-09-22,101,1,51.46,4,1,1,Potential Loyalists
104827,2024-10-15,443,4,808.09,2,4,3,At Risk
104829,2025-01-15,351,3,1381.56,2,3,3,Others
104830,2025-02-23,312,4,2296.57,2,4,4,At Risk
104834,2025-12-05,27,7,3398.5099999999998,5,5,5,Champions
104835,2025-09-25,98,13,3340.7799999999997,4,5,5,Champions
104836,2024-04-23,618,1,156.66,1,1,1,Lost
104837,2025-11-21,41,1,623.88,5,1,2,Potential Loyalists
104840,2024-01-19,713,2,326.44,1,2,2,Lost
104841,2024-02-13,688,2,561.02,1,2,2,Lost
104842,2025-03-09,298,2,282.99,2,2,1,Lost
104843,2024-10-09,449,1,630.1,2,1,2,Lost
104844,2024-09-19,469,2,1477.04,2,2,4,Lost
104846,2025-12-07,25,2,521.23,5,2,2,Potential Loyalists
104848,2025-12-05,27,3,742.23,5,3,3,Potential Loyalists
104851,2025-11-26,36,5,2729.89,5,4,5,Champions
104852,2024-12-13,384,1,142.51,2,1,1,Lost
104853,2025-12-15,17,4,1674.56,5,4,4,Champions
104856,2024-10-05,453,2,144.63,2,2,1,Lost
104859,2023-08-18,867,1,54.44,1,1,1,Lost
104861,2023-12-21,742,1,831.4,1,1,3,Lost
104862,2025-01-30,336,2,126.62,2,2,1,Lost
104863,2025-09-01,122,2,1154.75,4,2,3,Potential Loyalists
104864,2025-11-06,56,8,1814.1,4,5,4,Champions
104865,2025-05-19,227,1,171.98000000000002,3,1,1,Others
104866,2024-11-10,417,1,55.75,2,1,1,Lost
104867,2025-01-12,354,2,597.95,2,2,2,Lost
104868,2025-12-03,29,3,3553.62,5,3,5,Potential Loyalists
104869,2023-08-31,854,1,192.56,1,1,1,Lost
104870,2025-11-26,36,1,38.31,5,1,1,Potential Loyalists
104871,2025-01-11,355,1,346.78,2,1,2,Lost
104872,2024-05-01,610,1,423.47,1,1,2,Lost
104873,2025-09-19,104,1,226.15,4,1,1,Potential Loyalists
104874,2025-12-08,24,19,7857.37,5,5,5,Champions
104876,2025-05-26,220,2,179.28,3,2,1,Others
104877,2025-11-16,46,13,7154.23,4,5,5,Champions
104878,2023-10-14,810,1,301.15,1,1,2,Lost
104879,2025-07-18,167,6,4212.24,3,5,5,Loyal
104880,2023-11-06,787,2,879.84,1,2,3,Lost
104882,2024-09-05,483,2,121.38,2,2,1,Lost
104883,2025-12-03,29,10,3529.83,5,5,5,Champions
104884,2025-08-24,130,6,4142.719999999999,3,5,5,Loyal
104885,2025-10-14,79,1,118.75,4,1,1,Potential Loyalists
104886,2023-06-07,939,1,409.87,1,1,2,Lost
104888,2025-03-05,302,3,2036.73,2,3,4,Others
104889,2025-12-30,2,4,1799.96,5,4,4,Champions
104890,2025-07-22,163,4,1207.16,3,4,3,Loyal
104891,2025-06-21,194,1,156.27,3,1,1,Others
104892,2025-06-01,214,3,1509.4199999999998,3,3,4,Others
104893,2024-11-15,412,2,638.22,2,2,2,Lost
104894,2024-09-03,485,1,904.98,2,1,3,Lost
104895,2023-11-14,779,1,609.0999999999999,1,1,2,Lost
104897,2025-12-01,31,4,840.72,5,4,3,Loyal
104899,2025-12-08,24,11,5554.74,5,5,5,Champions
104904,2025-05-28,218,2,1124.8500000000001,3,2,3,Others
104905,2024-12-15,382,3,808.65,2,3,3,Others
104906,2024-05-06,605,1,423.27,1,1,2,Lost
104907,2024-08-07,512,1,491.32,2,1,2,Lost
104910,2024-01-30,702,2,1480.06,1,2,4,Lost
104912,2025-11-06,56,8,8943.39,4,5,5,Champions
104913,2025-11-14,48,2,1176.21,4,2,3,Potential Loyalists
104914,2024-11-27,400,1,693.88,2,1,2,Lost
104915,2025-12-15,17,3,221.38,5,3,1,Potential Loyalists
104918,2025-06-06,209,4,1849.9299999999998,3,4,4,Loyal
104920,2025-12-12,20,2,546.93,5,2,2,Potential Loyalists
104921,2023-07-31,885,1,120.67,1,1,1,Lost
104922,2023-12-17,746,3,1534.92,1,3,4,Others
104924,2025-04-10,266,1,43.23,3,1,1,Others
104925,2025-11-19,43,5,797.33,4,4,3,Loyal
104926,2025-12-15,17,1,558.82,5,1,2,Potential Loyalists
104929,2025-08-13,141,8,2394.1,3,5,4,Loyal
104930,2025-11-21,41,2,701.26,5,2,2,Potential Loyalists
